,l2,mean_test_accuracy,mean_test_auc,mean_test_fn,mean_test_fp,mean_test_loss,mean_test_tn,mean_test_tp,mean_train_accuracy,mean_train_auc,mean_train_fn,mean_train_fp,mean_train_loss,mean_train_tn,mean_train_tp,n_hidden_layers,rate,units_0,units_1,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg_lambda,param_n_estimators,param_learning_rate,params,split0_test_tp,split1_test_tp,split2_test_tp,split3_test_tp,split4_test_tp,std_test_tp,rank_test_tp,split0_train_tp,split1_train_tp,split2_train_tp,split3_train_tp,split4_train_tp,std_train_tp,split0_test_tn,split1_test_tn,split2_test_tn,split3_test_tn,split4_test_tn,std_test_tn,rank_test_tn,split0_train_tn,split1_train_tn,split2_train_tn,split3_train_tn,split4_train_tn,std_train_tn,split0_test_fp,split1_test_fp,split2_test_fp,split3_test_fp,split4_test_fp,std_test_fp,rank_test_fp,split0_train_fp,split1_train_fp,split2_train_fp,split3_train_fp,split4_train_fp,std_train_fp,split0_test_fn,split1_test_fn,split2_test_fn,split3_test_fn,split4_test_fn,std_test_fn,rank_test_fn,split0_train_fn,split1_train_fn,split2_train_fn,split3_train_fn,split4_train_fn,std_train_fn,split0_test_auc,split1_test_auc,split2_test_auc,split3_test_auc,split4_test_auc,std_test_auc,rank_test_auc,split0_train_auc,split1_train_auc,split2_train_auc,split3_train_auc,split4_train_auc,std_train_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,std_train_accuracy
0,0.0048648498062560715,0.7029703259468079,0.7738977074623108,37.0,53.0,0.7631345987319946,99.0,114.0,0.8550212383270264,0.9329537153244019,101.0,104.0,0.4450320899486542,603.0,606.0,2.0,0.0,56.0,57.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008401955706532222,0.7161716222763062,0.7905846834182739,44.0,42.0,0.6393511295318604,110.0,107.0,0.7970296740531921,0.8878491520881653,178.0,109.0,0.5200655460357666,598.0,529.0,2.0,0.0,65.0,150.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.007973813322096547,0.6963696479797363,0.7859881520271301,45.0,47.0,0.7008048295974731,105.0,106.0,0.8811880946159363,0.9552375078201294,123.0,45.0,0.4189004600048065,662.0,584.0,2.0,0.0,142.0,124.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.010868291661936397,0.735973596572876,0.8122820854187012,45.0,35.0,0.6029409170150757,117.0,106.0,0.8210749626159668,0.8938039541244507,179.0,74.0,0.5176085233688354,633.0,528.0,2.0,0.0,57.0,117.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.006700625847603022,0.7260726094245911,0.8068360090255737,35.0,48.0,0.6220029592514038,104.0,116.0,0.7793493866920471,0.8590094447135925,160.0,152.0,0.5650657415390015,555.0,547.0,2.0,0.0,108.0,64.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.007027957356489575,0.7128713130950928,0.7916521430015564,21.0,66.0,0.6994760632514954,86.0,130.0,0.8118811845779419,0.9160786867141724,72.0,194.0,0.4994329512119293,513.0,635.0,2.0,0.0,132.0,86.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.006406091757597112,0.7095709443092346,0.7811519503593445,44.0,44.0,0.6763888597488403,108.0,107.0,0.8182461261749268,0.909165620803833,161.0,96.0,0.4865809381008148,611.0,546.0,2.0,0.0,93.0,137.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.009507444866393783,0.7491748929023743,0.8144606351852417,31.0,45.0,0.5944406986236572,107.0,120.0,0.7842998504638672,0.8529266119003296,166.0,139.0,0.5516158938407898,568.0,541.0,2.0,0.0,143.0,112.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.011077884594707516,0.7194719314575195,0.7987321615219116,42.0,43.0,0.6588841080665588,109.0,109.0,0.7468175292015076,0.832565426826477,201.0,157.0,0.6305309534072876,550.0,506.0,2.0,0.0,104.0,82.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.022061289990916676,0.6996699571609497,0.7954862713813782,47.0,44.0,0.6217744946479797,108.0,104.0,0.7942008376121521,0.8807929754257202,188.0,103.0,0.5301647782325745,604.0,519.0,2.0,0.0,96.0,138.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
