,l2,mean_test_accuracy,mean_test_auc,mean_test_fn,mean_test_fp,mean_test_loss,mean_test_tn,mean_test_tp,mean_train_accuracy,mean_train_auc,mean_train_fn,mean_train_fp,mean_train_loss,mean_train_tn,mean_train_tp,n_hidden_layers,rate,units_0,units_1,model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg_lambda,param_reg_alpha,param_n_estimators,param_learning_rate,params,split0_test_tp,split1_test_tp,split2_test_tp,split3_test_tp,split4_test_tp,std_test_tp,rank_test_tp,split0_train_tp,split1_train_tp,split2_train_tp,split3_train_tp,split4_train_tp,std_train_tp,split0_test_tn,split1_test_tn,split2_test_tn,split3_test_tn,split4_test_tn,std_test_tn,rank_test_tn,split0_train_tn,split1_train_tn,split2_train_tn,split3_train_tn,split4_train_tn,std_train_tn,split0_test_fp,split1_test_fp,split2_test_fp,split3_test_fp,split4_test_fp,std_test_fp,rank_test_fp,split0_train_fp,split1_train_fp,split2_train_fp,split3_train_fp,split4_train_fp,std_train_fp,split0_test_fn,split1_test_fn,split2_test_fn,split3_test_fn,split4_test_fn,std_test_fn,rank_test_fn,split0_train_fn,split1_train_fn,split2_train_fn,split3_train_fn,split4_train_fn,std_train_fn,split0_test_auc,split1_test_auc,split2_test_auc,split3_test_auc,split4_test_auc,std_test_auc,rank_test_auc,split0_train_auc,split1_train_auc,split2_train_auc,split3_train_auc,split4_train_auc,std_train_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,std_train_accuracy
0,0.01142935778157029,0.7227723002433777,0.8167044520378113,46.0,38.0,0.6475247144699097,113.0,106.0,0.7991513609886169,0.8815842270851135,181.0,103.0,0.582236647605896,604.0,526.0,2.0,0.0,35.0,77.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.02309457350904033,0.7194719314575195,0.8199939131736755,40.0,45.0,0.6101574897766113,106.0,112.0,0.7991513609886169,0.8934859037399292,140.0,144.0,0.5217775702476501,563.0,567.0,2.0,0.0,45.0,43.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.012480002413549051,0.7062706351280212,0.80864417552948,45.0,44.0,0.6124703288078308,107.0,107.0,0.7708628177642822,0.8508129119873047,193.0,131.0,0.5719755291938782,576.0,514.0,2.0,0.0,70.0,66.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.015716468530071838,0.7095709443092346,0.8035247325897217,49.0,39.0,0.6803362369537354,112.0,103.0,0.7581329345703125,0.8410249948501587,216.0,126.0,0.6499841809272766,581.0,491.0,2.0,0.0,53.0,92.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.024499463417225528,0.7227723002433777,0.8144823908805847,48.0,36.0,0.5995609760284424,115.0,104.0,0.7828854322433472,0.8650532364845276,202.0,105.0,0.552024245262146,602.0,505.0,2.0,0.0,98.0,85.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.015896326454052118,0.7227723002433777,0.8174450993537903,49.0,35.0,0.6158983707427979,116.0,103.0,0.7800565958023071,0.8625885248184204,196.0,115.0,0.57491135597229,592.0,511.0,2.0,0.0,30.0,45.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.02170139618740697,0.7128713130950928,0.8127179145812988,53.0,34.0,0.6049153804779053,117.0,99.0,0.7545968890190125,0.8376889228820801,237.0,110.0,0.5904333591461182,597.0,470.0,2.0,0.0,26.0,22.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.017382387036469413,0.7227723002433777,0.8071627616882324,46.0,38.0,0.613537609577179,113.0,106.0,0.7588401436805725,0.8357293605804443,192.0,149.0,0.5881569981575012,558.0,515.0,2.0,0.0,77.0,68.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0327396890985017,0.7161716222763062,0.8109750747680664,46.0,40.0,0.5950260758399963,111.0,106.0,0.7553040981292725,0.8310860395431519,196.0,150.0,0.5806378722190857,557.0,511.0,2.0,0.0,81.0,72.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.023286143595978248,0.7029703259468079,0.8182511329650879,58.0,32.0,0.5923084616661072,119.0,94.0,0.7489391565322876,0.8422653675079346,257.0,98.0,0.5783098936080933,609.0,450.0,2.0,0.0,77.0,72.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.04067414835232362,0.7227723002433777,0.8071627616882324,49.0,35.0,0.600086510181427,116.0,103.0,0.7340877056121826,0.8159593939781189,243.0,133.0,0.5999642610549927,574.0,464.0,2.0,0.0,33.0,61.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.029690688629306614,0.7260726094245911,0.8143081665039062,34.0,49.0,0.616439938545227,102.0,118.0,0.7291371822357178,0.8246740102767944,166.0,217.0,0.6076213121414185,490.0,541.0,2.0,0.0,23.0,52.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.019743383657944702,0.7128713130950928,0.81156325340271,28.0,59.0,0.6102994680404663,92.0,124.0,0.7425742745399475,0.8319782018661499,123.0,241.0,0.5894361734390259,466.0,584.0,2.0,0.0,81.0,31.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.03479188902829124,0.7062706351280212,0.8113453984260559,51.0,38.0,0.6439607739448547,113.0,101.0,0.7397453784942627,0.8239388465881348,214.0,154.0,0.6376993060112,553.0,493.0,2.0,0.0,23.0,99.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.028651001736224903,0.7128713130950928,0.8071845769882202,47.0,40.0,0.6164857149124146,111.0,105.0,0.7284299731254578,0.8103107213973999,226.0,158.0,0.6177675724029541,549.0,481.0,2.0,0.0,50.0,27.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.020394532791989776,0.7062706351280212,0.8075331449508667,47.0,42.0,1.101097822189331,109.0,105.0,0.7213578224182129,0.8045979738235474,194.0,200.0,1.107316493988037,507.0,513.0,2.0,0.0,67.0,28.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0318903729034828,0.7260726094245911,0.811781108379364,47.0,36.0,0.7099219560623169,115.0,105.0,0.7270155549049377,0.8164905309677124,226.0,160.0,0.7084885239601135,547.0,481.0,2.0,0.0,26.0,70.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.03334312547815901,0.7194719314575195,0.8099730014801025,51.0,34.0,0.6164507865905762,117.0,101.0,0.7256011366844177,0.8137657642364502,229.0,159.0,0.6165980100631714,548.0,478.0,2.0,0.0,50.0,99.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.02296392948748644,0.7227723002433777,0.797228991985321,41.0,43.0,2.225215196609497,108.0,111.0,0.7157001495361328,0.7955812215805054,219.0,183.0,2.230238676071167,524.0,488.0,2.0,0.0,98.0,100.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.03839017589992455,0.7161716222763062,0.8088402152061462,46.0,40.0,0.6031573414802551,111.0,106.0,0.7446959018707275,0.8161925077438354,201.0,160.0,0.5999857783317566,547.0,506.0,2.0,0.0,90.0,54.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.03606924646115004,0.7227723002433777,0.8045704364776611,52.0,32.0,0.8352455496788025,119.0,100.0,0.7213578224182129,0.8083121180534363,250.0,144.0,0.8379665017127991,563.0,457.0,2.0,0.0,34.0,36.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.04728395943225023,0.6996699571609497,0.8047011494636536,48.0,43.0,1.1058067083358765,108.0,104.0,0.7192361950874329,0.8039517998695374,224.0,173.0,1.1106609106063843,534.0,483.0,2.0,0.0,24.0,97.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.03784374602322591,0.7128713130950928,0.8057032227516174,46.0,41.0,0.9490870833396912,110.0,106.0,0.7298443913459778,0.802136242389679,190.0,192.0,0.9542754888534546,515.0,517.0,2.0,0.0,25.0,22.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.04009135816049531,0.7128713130950928,0.8077074289321899,41.0,46.0,0.7299166321754456,105.0,111.0,0.710749626159668,0.7949901223182678,199.0,210.0,0.7416911125183105,497.0,508.0,2.0,0.0,95.0,43.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.04328904687643937,0.7062706351280212,0.7898440361022949,49.0,40.0,0.8156656622886658,111.0,103.0,0.7043847441673279,0.7899495363235474,254.0,164.0,0.8220287561416626,543.0,453.0,2.0,0.0,63.0,46.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.06779921297726976,0.7128713130950928,0.8051150441169739,51.0,36.0,0.6129042506217957,115.0,101.0,0.7157001495361328,0.8019541501998901,243.0,159.0,0.6201452016830444,548.0,464.0,2.0,0.0,68.0,38.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.06040472234142106,0.7029703259468079,0.793373167514801,51.0,39.0,0.6290363073348999,112.0,101.0,0.709335207939148,0.793241560459137,255.0,156.0,0.6363508701324463,551.0,452.0,2.0,0.0,40.0,70.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.06287653562667522,0.6930692791938782,0.8045703768730164,69.0,24.0,0.7259964942932129,127.0,83.0,0.7022630572319031,0.799803614616394,334.0,87.0,0.7373515367507935,620.0,373.0,2.0,0.0,32.0,84.0,Neural Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
