,l2,mean_test_accuracy,mean_test_auc,mean_test_fn,mean_test_fp,mean_test_loss,mean_test_tn,mean_test_tp,mean_train_accuracy,mean_train_auc,mean_train_fn,mean_train_fp,mean_train_loss,mean_train_tn,mean_train_tp,n_hidden_layers,rate,units_0,model
0,0.0005862007168794197,0.825373113155365,0.8644171953201294,11.0,106.0,0.43300193548202515,517.0,36.0,0.890630841255188,0.9745082855224609,8.0,285.0,0.2856074571609497,2206.0,180.0,1.0,0.011686491154380831,32.0,Neural Net
1,0.000976787927564154,0.8641790747642517,0.8628974556922913,13.0,78.0,0.3778446316719055,545.0,34.0,0.9036954045295715,0.9748711585998535,6.0,252.0,0.2830050587654114,2239.0,182.0,1.0,0.09073074437088476,32.0,Neural Net
2,0.0006643363798732379,0.8507462739944458,0.8712987899780273,11.0,89.0,0.38728979229927063,534.0,36.0,0.9036954045295715,0.9784543514251709,9.0,249.0,0.2690281867980957,2242.0,179.0,1.0,0.04050675587365731,32.0,Neural Net
3,0.001576763694131094,0.8208954930305481,0.859038233757019,11.0,109.0,0.45934659242630005,514.0,36.0,0.8581560254096985,0.9488691091537476,20.0,360.0,0.3775389492511749,2131.0,168.0,1.0,0.08559645626811407,32.0,Neural Net
4,0.002423685571172658,0.8283582329750061,0.863443911075592,12.0,103.0,0.46200624108314514,520.0,35.0,0.857782781124115,0.9520444273948669,15.0,366.0,0.3809802532196045,2125.0,173.0,1.0,0.05995635461935391,32.0,Neural Net
5,0.0014538652089045251,0.8447760939598083,0.8709914684295654,10.0,94.0,0.42725488543510437,529.0,37.0,0.8768197298049927,0.9634023308753967,11.0,319.0,0.33487823605537415,2172.0,177.0,1.0,0.0400574682868359,32.0,Neural Net
6,0.00045040328161943696,0.8194029927253723,0.8606092929840088,11.0,110.0,0.44265857338905334,513.0,36.0,0.8868981003761292,0.9698264598846436,8.0,295.0,0.2908845841884613,2196.0,180.0,1.0,0.056924701551940377,32.0,Neural Net
7,0.00012302945666643346,0.858208954334259,0.8621973395347595,15.0,80.0,0.3610394597053528,543.0,32.0,0.9134005308151245,0.9829481840133667,3.0,229.0,0.20384842157363892,2262.0,185.0,1.0,0.03508033242586106,32.0,Neural Net
8,0.0025097114581110703,0.8805969953536987,0.8635121583938599,14.0,66.0,0.3785591125488281,557.0,33.0,0.8686076998710632,0.9575343132019043,16.0,336.0,0.36399146914482117,2155.0,172.0,1.0,0.07095079978966827,32.0,Neural Net
9,0.00013388179453671794,0.8373134136199951,0.8634268045425415,10.0,99.0,0.4015529453754425,524.0,37.0,0.9189996123313904,0.9831370711326599,4.0,213.0,0.20462429523468018,2278.0,184.0,1.0,0.07615834408422767,32.0,Neural Net
10,0.0003238222312973839,0.8074626922607422,0.8579283356666565,10.0,119.0,0.4633605480194092,504.0,37.0,0.8730869889259338,0.9601362943649292,12.0,328.0,0.31564968824386597,2163.0,176.0,1.0,0.07012411531139638,32.0,Neural Net
11,0.0006645126382295041,0.8716418147087097,0.8595163822174072,12.0,74.0,0.3865126967430115,549.0,35.0,0.8977230191230774,0.9740533232688904,9.0,265.0,0.2848595678806305,2226.0,179.0,1.0,0.06728396858263579,32.0,Neural Net
