,l2,mean_test_accuracy,mean_test_auc,mean_test_fn,mean_test_fp,mean_test_loss,mean_test_tn,mean_test_tp,mean_train_accuracy,mean_train_auc,mean_train_fn,mean_train_fp,mean_train_loss,mean_train_tn,mean_train_tp,n_hidden_layers,rate,units_0,model
0,0.00012617583880932836,0.8358209133148193,0.8416891694068909,12.0,98.0,0.40587112307548523,525.0,35.0,0.8738335371017456,0.962992250919342,14.0,324.0,0.28747543692588806,2167.0,174.0,1.0,0.05391142286197703,25.0,Neural Net
1,0.0002464202939394493,0.8686566948890686,0.8469827175140381,18.0,70.0,0.3740951418876648,553.0,29.0,0.9283314943313599,0.9850130677223206,2.0,190.0,0.20562955737113953,2301.0,186.0,1.0,0.07145780802004456,31.0,Neural Net
2,0.0009209245429767075,0.8626865744590759,0.8414500951766968,16.0,76.0,0.4202641248703003,547.0,31.0,0.8701007962226868,0.9577628970146179,17.0,331.0,0.360333114862442,2160.0,171.0,1.0,0.005442408119415998,20.0,Neural Net
3,0.002117697410841481,0.8686566948890686,0.8401522636413574,17.0,71.0,0.411962628364563,552.0,30.0,0.8775662779808044,0.9617089629173279,12.0,316.0,0.3572123944759369,2175.0,176.0,1.0,0.07280284408290749,37.0,Neural Net
4,0.00048078854019110225,0.8328357934951782,0.8439090251922607,15.0,97.0,0.43890655040740967,526.0,32.0,0.9010825157165527,0.9726002812385559,11.0,254.0,0.28636375069618225,2237.0,177.0,1.0,0.038181106563372515,39.0,Neural Net
5,0.0008235711824454118,0.841791033744812,0.8424233794212341,16.0,90.0,0.4338532090187073,533.0,31.0,0.8510638475418091,0.9390038251876831,24.0,375.0,0.4027705490589142,2116.0,164.0,1.0,0.04226475210997626,18.0,Neural Net
6,0.00042165826208115294,0.8641790747642517,0.8431405425071716,16.0,75.0,0.3891245424747467,548.0,31.0,0.8887644410133362,0.9682804942131042,10.0,288.0,0.30615946650505066,2203.0,178.0,1.0,0.06662124891901312,64.0,Neural Net
7,0.0025661817326560264,0.8388059735298157,0.8450018763542175,18.0,90.0,0.46624746918678284,533.0,29.0,0.856662929058075,0.941166877746582,24.0,360.0,0.4136967062950134,2131.0,164.0,1.0,0.06587877095978213,28.0,Neural Net
8,0.0022816160475899205,0.8507462739944458,0.8332536220550537,17.0,83.0,0.44343292713165283,540.0,30.0,0.8756998777389526,0.9536031484603882,12.0,321.0,0.39209750294685364,2170.0,176.0,1.0,0.015744589184196935,42.0,Neural Net
9,0.0006261461260984394,0.8432835936546326,0.8381202816963196,15.0,90.0,0.44077229499816895,533.0,32.0,0.8745800852775574,0.9606370329856873,13.0,323.0,0.3434737026691437,2168.0,175.0,1.0,0.003136538438960679,29.0,Neural Net
10,0.00042971886667723735,0.8626865744590759,0.8395034074783325,22.0,70.0,0.3608589172363281,553.0,25.0,0.8850317001342773,0.9708728194236755,7.0,301.0,0.2916807234287262,2190.0,181.0,1.0,0.024519564338000868,26.0,Neural Net
11,0.0037602960075978076,0.8477612137794495,0.8372493386268616,19.0,83.0,0.43438610434532166,540.0,28.0,0.8671146035194397,0.9552378058433533,12.0,344.0,0.38600969314575195,2147.0,176.0,1.0,0.07289784269502451,41.0,Neural Net
12,0.0003668695602067161,0.825373113155365,0.8379324674606323,14.0,103.0,0.449935644865036,520.0,33.0,0.8674878478050232,0.9582123756408691,16.0,339.0,0.3392413854598999,2152.0,172.0,1.0,0.012251895658039925,34.0,Neural Net
13,0.0006129026436388703,0.858208954334259,0.8365492820739746,20.0,75.0,0.39136770367622375,548.0,27.0,0.8992161154747009,0.9740192294120789,7.0,263.0,0.29165130853652954,2228.0,181.0,1.0,0.02866080730917262,53.0,Neural Net
14,0.0013774307036805427,0.8447760939598083,0.8380690813064575,16.0,88.0,0.47355493903160095,535.0,31.0,0.8641284108161926,0.945184588432312,21.0,343.0,0.4062648117542267,2148.0,167.0,1.0,0.0024570189277954182,41.0,Neural Net
15,0.0016017872820259641,0.8432835936546326,0.8387179374694824,14.0,91.0,0.47763848304748535,532.0,33.0,0.8547965884208679,0.9441125988960266,18.0,371.0,0.4056435525417328,2120.0,170.0,1.0,0.06202289771741751,29.0,Neural Net
