,l2,mean_test_accuracy,mean_test_auc,mean_test_fn,mean_test_fp,mean_test_loss,mean_test_tn,mean_test_tp,mean_train_accuracy,mean_train_auc,mean_train_fn,mean_train_fp,mean_train_loss,mean_train_tn,mean_train_tp,n_hidden_layers,rate,units_0,model
0,0.002766533576485026,0.8716418147087097,0.8329463005065918,17.0,69.0,0.4298030138015747,554.0,30.0,0.8734602332115173,0.9526988863945007,14.0,325.0,0.39709845185279846,2166.0,174.0,1.0,0.0,50.0,Neural Net
1,0.00023669525078715348,0.8805969953536987,0.8523615598678589,16.0,64.0,0.35568851232528687,559.0,31.0,0.8756998777389526,0.964724063873291,10.0,323.0,0.3018977642059326,2168.0,178.0,1.0,0.0,47.0,Neural Net
2,0.000179399928665103,0.879104495048523,0.8502954244613647,18.0,63.0,0.32813939452171326,560.0,29.0,0.8824188113212585,0.9671552181243896,9.0,306.0,0.2923934757709503,2185.0,179.0,1.0,0.0,54.0,Neural Net
3,0.00013404995709128298,0.8820895552635193,0.849544107913971,16.0,63.0,0.33285027742385864,560.0,31.0,0.8645016551017761,0.9656016826629639,7.0,356.0,0.286966472864151,2135.0,181.0,1.0,0.0,48.0,Neural Net
4,0.0002567242062548327,0.8820895552635193,0.8448653221130371,15.0,64.0,0.3544978201389313,559.0,32.0,0.8678611516952515,0.956991970539093,13.0,341.0,0.32805773615837097,2150.0,175.0,1.0,0.0,45.0,Neural Net
5,0.00012850284319400977,0.8462686538696289,0.8459410667419434,14.0,89.0,0.3802943527698517,534.0,33.0,0.8611422181129456,0.9565264582633972,12.0,360.0,0.320299357175827,2131.0,176.0,1.0,0.0,50.0,Neural Net
6,0.00020073323630288932,0.8626865744590759,0.8451896905899048,15.0,77.0,0.3687745928764343,546.0,32.0,0.8663680553436279,0.9553958177566528,13.0,345.0,0.3293689787387848,2146.0,175.0,1.0,0.0,36.0,Neural Net
7,0.0063316719848339085,0.8179104328155518,0.8367030024528503,12.0,110.0,0.5284034609794617,513.0,35.0,0.8671146035194397,0.9295132160186768,25.0,331.0,0.4693983197212219,2160.0,163.0,1.0,0.0,17.0,Neural Net
8,0.002825524960549859,0.8895522356033325,0.8429015874862671,20.0,54.0,0.3847842216491699,569.0,27.0,0.8641284108161926,0.9474683403968811,15.0,349.0,0.4051656424999237,2142.0,173.0,1.0,0.0,40.0,Neural Net
9,0.007833693986724967,0.8432835936546326,0.8301287889480591,22.0,83.0,0.5074617862701416,540.0,25.0,0.8081373572349548,0.8795226812362671,43.0,471.0,0.5658546090126038,2020.0,145.0,1.0,0.0,28.0,Neural Net
