,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
183,1.820505428314209,0.03624355467742996,0.05902743339538574,0.007666656329767981,207,0.006500000000000004,9,8,"{'n_estimators': 207, 'min_samples_split': 0.006500000000000004, 'min_samples_leaf': 9, 'max_depth': 8}",0.7145557655954632,0.725897920604915,0.7121212121212122,0.7481060606060606,0.7178030303030303,0.7236967978461362,0.013060981595709582,28,0.7690487458589683,0.7695220066256507,0.7639545884578998,0.7625354777672658,0.7667928098391674,0.7663707257097905,0.002750540468451721
64,1.2960543632507324,0.027136819960042878,0.04113383293151855,0.0056480821817863364,150,0.006600000000000004,13,7,"{'n_estimators': 150, 'min_samples_split': 0.006600000000000004, 'min_samples_leaf': 13, 'max_depth': 7}",0.7145557655954632,0.7277882797731569,0.7026515151515151,0.7556818181818182,0.7178030303030303,0.7236960818009968,0.017894024912389367,29,0.7605300520586843,0.7595835305253195,0.759697256385998,0.7507095553453169,0.7573320719016083,0.7575704932433854,0.0035906473656379203
229,1.8421554088592529,0.03302209114819516,0.059375,0.0059793186668477515,220,0.010700000000000015,13,7,"{'n_estimators': 220, 'min_samples_split': 0.010700000000000015, 'min_samples_leaf': 13, 'max_depth': 7}",0.718336483931947,0.725897920604915,0.7045454545454546,0.7481060606060606,0.7215909090909091,0.7236953657558572,0.014146368598028508,30,0.7567439659252247,0.7600567912920019,0.7582781456953642,0.7530747398297067,0.7554399243140965,0.7567187134112787,0.0023870096645865796
30,1.319484329223633,0.03377042194620357,0.04373164176940918,0.00747679829353723,158,0.0078000000000000074,8,7,"{'n_estimators': 158, 'min_samples_split': 0.0078000000000000074, 'min_samples_leaf': 8, 'max_depth': 7}",0.7164461247637051,0.7277882797731569,0.7026515151515151,0.7556818181818182,0.7159090909090909,0.7236953657558572,0.01786564470239363,30,0.7610033128253668,0.767628963558921,0.7639545884578998,0.7634815515610217,0.7644276253547777,0.7640992083515974,0.0021238650374041028
48,1.9096376419067382,0.03200989241285301,0.06085538864135742,0.004710362569649265,194,0.01590000000000003,5,9,"{'n_estimators': 194, 'min_samples_split': 0.01590000000000003, 'min_samples_leaf': 5, 'max_depth': 9}",0.720226843100189,0.725897920604915,0.7083333333333334,0.7424242424242424,0.7215909090909091,0.7236946497107178,0.011027905458220893,32,0.7709417889256981,0.7808802650260294,0.772469252601703,0.7701040681173131,0.7781456953642384,0.7745082140069963,0.004245175080107908
134,2.0976402282714846,0.046195046414122996,0.06796908378601074,0.007327823433294269,226,0.010700000000000015,5,7,"{'n_estimators': 226, 'min_samples_split': 0.010700000000000015, 'min_samples_leaf': 5, 'max_depth': 7}",0.7164461247637051,0.7296786389413988,0.7064393939393939,0.7481060606060606,0.7178030303030303,0.7236946497107177,0.014259882565438453,33,0.7652626597255088,0.7652626597255088,0.760643330179754,0.7582781456953642,0.7639545884578998,0.7626802767568072,0.002774497545340812
94,1.6396217823028565,0.016458514531637346,0.05269732475280762,0.0026345963645429543,219,0.007900000000000008,10,7,"{'n_estimators': 219, 'min_samples_split': 0.007900000000000008, 'min_samples_leaf': 10, 'max_depth': 7}",0.718336483931947,0.7277882797731569,0.7045454545454546,0.7443181818181818,0.7234848484848485,0.7236946497107177,0.012942438071864267,33,0.7614765735920492,0.7586370089919545,0.7578051087984863,0.7544938505203406,0.7578051087984863,0.7580435301402634,0.0022294357746200848
232,1.7034787654876709,0.02221227791379076,0.053629827499389646,0.0021149667287539966,214,0.015500000000000028,9,8,"{'n_estimators': 214, 'min_samples_split': 0.015500000000000028, 'min_samples_leaf': 9, 'max_depth': 8}",0.720226843100189,0.7315689981096408,0.7026515151515151,0.7462121212121212,0.7178030303030303,0.7236925015752993,0.014550548006597445,35,0.7600567912920019,0.7643161381921438,0.7625354777672658,0.7601702932828761,0.7639545884578998,0.7622066577984375,0.0018100827676850123
77,1.8438337802886964,0.0637464205300142,0.05373506546020508,0.003684379810182693,198,0.007600000000000007,12,9,"{'n_estimators': 198, 'min_samples_split': 0.007600000000000007, 'min_samples_leaf': 12, 'max_depth': 9}",0.7164461247637051,0.720226843100189,0.7064393939393939,0.7518939393939394,0.7215909090909091,0.7233194420576273,0.01523963521642362,36,0.7662091812588736,0.7737813535257927,0.7663197729422895,0.7667928098391674,0.7682119205298014,0.7682630076191849,0.0028499332159137823
92,1.3912816047668457,0.006049299751480415,0.04163980484008789,0.005540798473467073,155,0.01280000000000002,11,9,"{'n_estimators': 155, 'min_samples_split': 0.01280000000000002, 'min_samples_leaf': 11, 'max_depth': 9}",0.7164461247637051,0.724007561436673,0.7121212121212122,0.7518939393939394,0.7121212121212122,0.7233180099673483,0.014933309037777894,37,0.7657359204921912,0.7699952673923331,0.7658467360454115,0.7639545884578998,0.7672658467360454,0.7665596718247762,0.002013718100476485
10,2.2876245975494385,0.24837636643637082,0.08442296981811523,0.02114697795675484,177,0.015600000000000027,8,9,"{'n_estimators': 177, 'min_samples_split': 0.015600000000000027, 'min_samples_leaf': 8, 'max_depth': 9}",0.7164461247637051,0.725897920604915,0.7083333333333334,0.7481060606060606,0.7178030303030303,0.7233172939222088,0.013588831675883506,38,0.767628963558921,0.7690487458589683,0.7667928098391674,0.7658467360454115,0.7734153263954588,0.7685465163395854,0.0026519332224638243
25,1.8787322044372559,0.0853583340425359,0.06089143753051758,0.006024250975267547,220,0.010600000000000016,10,8,"{'n_estimators': 220, 'min_samples_split': 0.010600000000000016, 'min_samples_leaf': 10, 'max_depth': 8}",0.7164461247637051,0.7277882797731569,0.7083333333333334,0.75,0.7140151515151515,0.7233165778770694,0.01476630224155316,39,0.7662091812588736,0.7671557027922385,0.7672658467360454,0.7582781456953642,0.7639545884578998,0.7645726929880843,0.0033647136415888034
235,1.5546429634094239,0.008696864180750268,0.049928712844848636,0.0036821554139509676,194,0.009800000000000014,6,8,"{'n_estimators': 194, 'min_samples_split': 0.009800000000000014, 'min_samples_leaf': 6, 'max_depth': 8}",0.720226843100189,0.724007561436673,0.7045454545454546,0.7462121212121212,0.7215909090909091,0.7233165778770694,0.013338386917229265,39,0.7704685281590156,0.7747278750591576,0.7705771050141911,0.771996215704825,0.7691579943235572,0.7713855436521493,0.0018973964291889788
141,2.1334609508514406,0.05895834447397229,0.07284078598022461,0.003875318941288656,225,0.019500000000000038,5,9,"{'n_estimators': 225, 'min_samples_split': 0.019500000000000038, 'min_samples_leaf': 5, 'max_depth': 9}",0.7164461247637051,0.7296786389413988,0.7083333333333334,0.7556818181818182,0.7064393939393939,0.72331586183193,0.01813573642901361,41,0.7666824420255561,0.7718883104590629,0.7686849574266793,0.7686849574266793,0.7729422894985809,0.7697765913673116,0.0022994821873872197
246,2.37638635635376,0.01688414958571562,0.06151909828186035,0.007072714418486956,214,0.01220000000000002,12,7,"{'n_estimators': 214, 'min_samples_split': 0.01220000000000002, 'min_samples_leaf': 12, 'max_depth': 7}",0.7107750472589792,0.7353497164461248,0.7007575757575758,0.7537878787878788,0.7159090909090909,0.72331586183193,0.01894394906300246,41,0.7595835305253195,0.7610033128253668,0.760643330179754,0.7540208136234626,0.7559129612109745,0.7582327896729755,0.0027724844907673464
130,2.0018357753753664,0.02462823711142706,0.0636866569519043,0.002295915420748852,243,0.015100000000000027,6,8,"{'n_estimators': 243, 'min_samples_split': 0.015100000000000027, 'min_samples_leaf': 6, 'max_depth': 8}",0.718336483931947,0.7296786389413988,0.7083333333333334,0.740530303030303,0.7196969696969697,0.7233151457867905,0.010947042162337686,43,0.7647893989588264,0.7690487458589683,0.7691579943235572,0.7672658467360454,0.760643330179754,0.7661810632114303,0.003189535841802384
81,1.9823943614959716,0.12003996539775368,0.08275327682495118,0.0227210684800475,191,0.018000000000000033,7,8,"{'n_estimators': 191, 'min_samples_split': 0.018000000000000033, 'min_samples_leaf': 7, 'max_depth': 8}",0.722117202268431,0.7277882797731569,0.7083333333333334,0.7462121212121212,0.7121212121212122,0.7233144297416508,0.013382633019684072,44,0.7614765735920492,0.7628963558920966,0.7634815515610217,0.7601702932828761,0.7653736991485336,0.7626796946953155,0.001771562719132866
209,1.2650189876556397,0.012901711944323562,0.04209213256835938,0.0052108652254726235,161,0.019000000000000038,9,7,"{'n_estimators': 161, 'min_samples_split': 0.019000000000000038, 'min_samples_leaf': 9, 'max_depth': 7}",0.720226843100189,0.7334593572778828,0.7045454545454546,0.7424242424242424,0.7159090909090909,0.7233129976513719,0.013302264090249498,45,0.754850922858495,0.7610033128253668,0.7578051087984863,0.7473982970671712,0.7559129612109745,0.7553941205520986,0.0045116151176372975
118,2.511875629425049,0.10198711049684424,0.07230825424194336,0.013895639867018372,230,0.015600000000000027,6,9,"{'n_estimators': 230, 'min_samples_split': 0.015600000000000027, 'min_samples_leaf': 6, 'max_depth': 9}",0.7164461247637051,0.720226843100189,0.7083333333333334,0.7462121212121212,0.7234848484848485,0.7229406541788395,0.012686802832093048,46,0.7709417889256981,0.7728348319924279,0.771996215704825,0.7729422894985809,0.7734153263954588,0.7724260905033983,0.000871786920483923
230,1.6979053020477295,0.08910850906750768,0.0546783447265625,0.00755526202364927,202,0.01670000000000003,10,7,"{'n_estimators': 202, 'min_samples_split': 0.01670000000000003, 'min_samples_leaf': 10, 'max_depth': 7}",0.7145557655954632,0.724007561436673,0.7102272727272727,0.75,0.7159090909090909,0.7229399381337,0.014245882151046491,47,0.7576904874585897,0.7595835305253195,0.7601702932828761,0.7530747398297067,0.7568590350047304,0.7574756172202445,0.0025099259845100244
108,2.0324198722839357,0.0284451783665449,0.0660672664642334,0.00902746697118871,232,0.007100000000000006,14,8,"{'n_estimators': 232, 'min_samples_split': 0.007100000000000006, 'min_samples_leaf': 14, 'max_depth': 8}",0.7164461247637051,0.722117202268431,0.7064393939393939,0.7481060606060606,0.7215909090909091,0.7229399381336999,0.01378599336100752,48,0.7605300520586843,0.7595835305253195,0.7615894039735099,0.7573320719016083,0.7630085146641438,0.7604087146246532,0.0019138636105947716
105,1.8543957233428956,0.03885493702520483,0.05249366760253906,0.005290765200818866,197,0.008400000000000008,8,9,"{'n_estimators': 197, 'min_samples_split': 0.008400000000000008, 'min_samples_leaf': 8, 'max_depth': 9}",0.7164461247637051,0.722117202268431,0.7064393939393939,0.7537878787878788,0.7159090909090909,0.7229399381336999,0.0162243195259222,48,0.77520113582584,0.7780407004259347,0.7781456953642384,0.7753074739829706,0.78240302743614,0.7778196066070248,0.0026203115236117943
3,1.3859849929809571,0.03441079999475426,0.04456262588500977,0.006059989488363687,154,0.00890000000000001,12,9,"{'n_estimators': 154, 'min_samples_split': 0.00890000000000001, 'min_samples_leaf': 12, 'max_depth': 9}",0.7145557655954632,0.725897920604915,0.7083333333333334,0.7462121212121212,0.7196969696969697,0.7229392220885604,0.012996216835668857,50,0.7614765735920492,0.7690487458589683,0.7649006622516556,0.7691579943235572,0.7715231788079471,0.7672214309668355,0.0035772544087361064
120,2.2677075386047365,0.018578601324787863,0.06927504539489746,0.005516486358988222,247,0.01990000000000004,10,9,"{'n_estimators': 247, 'min_samples_split': 0.01990000000000004, 'min_samples_leaf': 10, 'max_depth': 9}",0.718336483931947,0.724007561436673,0.7064393939393939,0.75,0.7159090909090909,0.7229385060434209,0.014671600590680619,51,0.7638428774254614,0.7652626597255088,0.7658467360454115,0.761116367076632,0.7663197729422895,0.7644776826430607,0.0018753779837876452
168,1.823206090927124,0.026412298470997055,0.062410593032836914,0.007328494704748279,198,0.014800000000000025,9,9,"{'n_estimators': 198, 'min_samples_split': 0.014800000000000025, 'min_samples_leaf': 9, 'max_depth': 9}",0.7164461247637051,0.7277882797731569,0.7045454545454546,0.75,0.7159090909090909,0.7229377899982815,0.01539943371067127,52,0.7690487458589683,0.7737813535257927,0.7672658467360454,0.7644276253547777,0.7691579943235572,0.7687363131598282,0.0030481116644378537
175,2.301793432235718,0.047992167273530624,0.07116212844848632,0.01101745746920393,249,0.00890000000000001,9,8,"{'n_estimators': 249, 'min_samples_split': 0.00890000000000001, 'min_samples_leaf': 9, 'max_depth': 8}",0.7164461247637051,0.7277882797731569,0.7064393939393939,0.75,0.7140151515151515,0.7229377899982815,0.015164713836849288,52,0.7704685281590156,0.7681022243256034,0.7658467360454115,0.7658467360454115,0.7663197729422895,0.7673167995035464,0.001781377038953145
138,1.7475853443145752,0.04320294395129526,0.05679950714111328,0.01046878073671004,205,0.01660000000000003,10,8,"{'n_estimators': 205, 'min_samples_split': 0.01660000000000003, 'min_samples_leaf': 10, 'max_depth': 8}",0.7126654064272212,0.7315689981096408,0.7045454545454546,0.7518939393939394,0.7140151515151515,0.7229377899982815,0.01694915742110028,52,0.7576904874585897,0.7628963558920966,0.7625354777672658,0.7578051087984863,0.7625354777672658,0.7606925815367409,0.0024082866154394294
70,1.4422458171844483,0.018582178871173357,0.04302072525024414,0.0044400551735874075,155,0.009000000000000011,9,9,"{'n_estimators': 155, 'min_samples_split': 0.009000000000000011, 'min_samples_leaf': 9, 'max_depth': 9}",0.722117202268431,0.722117202268431,0.7083333333333334,0.7462121212121212,0.7159090909090909,0.7229377899982815,0.012694360852449502,52,0.7756743965925225,0.7785139611926172,0.7762535477767266,0.7757805108798487,0.771996215704825,0.775643726429308,0.002094474387635983
12,2.3504290103912355,0.2786015214852923,0.0630688190460205,0.006884396127384535,174,0.014100000000000026,7,9,"{'n_estimators': 174, 'min_samples_split': 0.014100000000000026, 'min_samples_leaf': 7, 'max_depth': 9}",0.722117202268431,0.724007561436673,0.7064393939393939,0.7424242424242424,0.7196969696969697,0.722937073953142,0.01152596711325975,56,0.7666824420255561,0.7761476573592049,0.771996215704825,0.7672658467360454,0.7762535477767266,0.7716691419204716,0.004133691792414865
97,1.3724878311157227,0.013883045627590749,0.0450164794921875,0.0053802003028434455,171,0.019200000000000036,13,8,"{'n_estimators': 171, 'min_samples_split': 0.019200000000000036, 'min_samples_leaf': 13, 'max_depth': 8}",0.725897920604915,0.722117202268431,0.7064393939393939,0.7443181818181818,0.7159090909090909,0.7229363579080025,0.012555130942774434,57,0.7562707051585423,0.7628963558920966,0.7601702932828761,0.7563859981078525,0.7554399243140965,0.7582326553510927,0.0028482725174360708
18,1.553389072418213,0.03001752841977578,0.053214406967163085,0.007834775201873994,179,0.007400000000000006,13,9,"{'n_estimators': 179, 'min_samples_split': 0.007400000000000006, 'min_samples_leaf': 13, 'max_depth': 9}",0.720226843100189,0.7277882797731569,0.7102272727272727,0.7462121212121212,0.7102272727272727,0.7229363579080024,0.013384210592565959,58,0.7624230951254141,0.7704685281590156,0.7705771050141911,0.7615894039735099,0.7701040681173131,0.7670324400778887,0.004115311714778509
79,2.1099194526672362,0.10716023368263637,0.07100424766540528,0.016128754967919382,225,0.01980000000000004,8,7,"{'n_estimators': 225, 'min_samples_split': 0.01980000000000004, 'min_samples_leaf': 8, 'max_depth': 7}",0.724007561436673,0.725897920604915,0.7083333333333334,0.7443181818181818,0.7121212121212122,0.722935641862863,0.012627877310837397,59,0.754850922858495,0.7600567912920019,0.759697256385998,0.7540208136234626,0.7544938505203406,0.7566239269360595,0.0026715867759906572
52,1.782192850112915,0.07043532167155754,0.055424737930297854,0.006048143370987898,206,0.01660000000000003,13,7,"{'n_estimators': 206, 'min_samples_split': 0.01660000000000003, 'min_samples_leaf': 13, 'max_depth': 7}",0.718336483931947,0.7334593572778828,0.7083333333333334,0.7424242424242424,0.7121212121212122,0.7229349258177236,0.012976021687064984,60,0.754850922858495,0.7576904874585897,0.7563859981078525,0.7469252601702933,0.7535477767265847,0.753880089064363,0.0037475674976822837
2,1.1871933460235595,0.007654887455658521,0.042980384826660153,0.0007953018625878346,150,0.010600000000000016,9,7,"{'n_estimators': 150, 'min_samples_split': 0.010600000000000016, 'min_samples_leaf': 9, 'max_depth': 7}",0.720226843100189,0.7353497164461248,0.7007575757575758,0.7462121212121212,0.7121212121212122,0.7229334937274446,0.016199134625819102,61,0.7595835305253195,0.7643161381921438,0.7601702932828761,0.7511825922421949,0.7592242194891201,0.7588953547463309,0.004267992614928259
202,1.9278695583343506,0.021912281009649807,0.06629652976989746,0.006225864267803824,238,0.007300000000000006,6,7,"{'n_estimators': 238, 'min_samples_split': 0.007300000000000006, 'min_samples_leaf': 6, 'max_depth': 7}",0.7277882797731569,0.7277882797731569,0.7045454545454546,0.7424242424242424,0.7121212121212122,0.7229334937274444,0.01328196219202482,62,0.7638428774254614,0.7699952673923331,0.7682119205298014,0.760643330179754,0.7630085146641438,0.7651403820382987,0.003448365196592751
247,2.3593172073364257,0.20569157657022522,0.07625741958618164,0.008775553261169987,226,0.019000000000000038,6,7,"{'n_estimators': 226, 'min_samples_split': 0.019000000000000038, 'min_samples_leaf': 6, 'max_depth': 7}",0.720226843100189,0.7372400756143668,0.6988636363636364,0.7462121212121212,0.7121212121212122,0.722932777682305,0.017030338839603382,63,0.759110269758637,0.7595835305253195,0.7620624408703879,0.7540208136234626,0.7568590350047304,0.7583272179565075,0.002714555620034589
164,1.893897008895874,0.05671907843432141,0.05638532638549805,0.008137707679809297,189,0.011100000000000016,8,9,"{'n_estimators': 189, 'min_samples_split': 0.011100000000000016, 'min_samples_leaf': 8, 'max_depth': 9}",0.7126654064272212,0.722117202268431,0.7083333333333334,0.7575757575757576,0.7121212121212122,0.722562582345191,0.018086285599238,64,0.7766209181258874,0.7799337434926644,0.7743614001892147,0.7677388836329234,0.7748344370860927,0.7746978765053564,0.003991787546580725
181,1.8465470314025878,0.036163010910065296,0.06031479835510254,0.011010458317546013,199,0.017600000000000032,6,9,"{'n_estimators': 199, 'min_samples_split': 0.017600000000000032, 'min_samples_leaf': 6, 'max_depth': 9}",0.7145557655954632,0.725897920604915,0.7083333333333334,0.7462121212121212,0.7178030303030303,0.7225604342097726,0.013112277638915384,65,0.7690487458589683,0.7728348319924279,0.7696310312204352,0.7696310312204352,0.7691579943235572,0.7700607269231647,0.0014074066611954098
194,2.3698877811431887,0.1585989804500731,0.08097949028015136,0.012254771249730925,197,0.016500000000000032,13,8,"{'n_estimators': 197, 'min_samples_split': 0.016500000000000032, 'min_samples_leaf': 13, 'max_depth': 8}",0.7164461247637051,0.724007561436673,0.7045454545454546,0.7481060606060606,0.7196969696969697,0.7225604342097726,0.014316402526568633,65,0.759110269758637,0.7605300520586843,0.7639545884578998,0.7601702932828761,0.7578051087984863,0.7603140624713168,0.0020525455399524055
54,2.1458107948303224,0.10504180357668107,0.0781705379486084,0.014299935594626395,221,0.012900000000000023,14,9,"{'n_estimators': 221, 'min_samples_split': 0.012900000000000023, 'min_samples_leaf': 14, 'max_depth': 9}",0.720226843100189,0.722117202268431,0.7045454545454546,0.7443181818181818,0.7215909090909091,0.722559718164633,0.012684803125867452,67,0.7610033128253668,0.7709417889256981,0.7630085146641438,0.7582781456953642,0.7649006622516556,0.7636264848724458,0.0042662595351256
11,3.5345754623413086,0.11201433149826222,0.11238021850585937,0.03243832648662515,236,0.011300000000000017,11,9,"{'n_estimators': 236, 'min_samples_split': 0.011300000000000017, 'min_samples_leaf': 11, 'max_depth': 9}",0.7145557655954632,0.7277882797731569,0.7083333333333334,0.75,0.7121212121212122,0.722559718164633,0.015203437862633487,67,0.7728348319924279,0.7733080927591103,0.771996215704825,0.7658467360454115,0.7686849574266793,0.7705341667856909,0.0028466434599300956
82,1.5411245822906494,0.16972430963137394,0.04167318344116211,0.004991492907908319,155,0.017800000000000035,5,8,"{'n_estimators': 155, 'min_samples_split': 0.017800000000000035, 'min_samples_leaf': 5, 'max_depth': 8}",0.7164461247637051,0.7277882797731569,0.696969696969697,0.7518939393939394,0.7196969696969697,0.7225590021194936,0.017822765929443558,69,0.7662091812588736,0.7662091812588736,0.7667928098391674,0.7601702932828761,0.7691579943235572,0.7657078919926696,0.0029748221511470257
55,1.9179979801177978,0.048288051335549545,0.06622900962829589,0.0077669813243595115,202,0.01580000000000003,13,7,"{'n_estimators': 202, 'min_samples_split': 0.01580000000000003, 'min_samples_leaf': 13, 'max_depth': 7}",0.7145557655954632,0.7296786389413988,0.7121212121212122,0.7424242424242424,0.7140151515151515,0.7225590021194936,0.011758517244094699,69,0.7557974443918599,0.7557974443918599,0.7559129612109745,0.7488174077578051,0.7578051087984863,0.7548260733101971,0.0030999084833725665
36,2.0516226291656494,0.13887026164770183,0.06110048294067383,0.0037953537277019165,205,0.007000000000000005,9,9,"{'n_estimators': 205, 'min_samples_split': 0.007000000000000005, 'min_samples_leaf': 9, 'max_depth': 9}",0.720226843100189,0.7277882797731569,0.7045454545454546,0.7462121212121212,0.7140151515151515,0.7225575700292146,0.014069396734597554,71,0.7733080927591103,0.7761476573592049,0.7762535477767266,0.7729422894985809,0.7762535477767266,0.7749810270340699,0.0015201844771904607
150,1.597219181060791,0.017658402537950244,0.05454134941101074,0.010923532097523609,162,0.010400000000000013,14,9,"{'n_estimators': 162, 'min_samples_split': 0.010400000000000013, 'min_samples_leaf': 14, 'max_depth': 9}",0.725897920604915,0.722117202268431,0.7007575757575758,0.75,0.7140151515151515,0.7225575700292146,0.016202786752578538,71,0.7586370089919545,0.7657359204921912,0.7672658467360454,0.760643330179754,0.7653736991485336,0.7635311611096958,0.0033013960537459724
56,2.126320552825928,0.04099477749902321,0.07057652473449708,0.011199790278375036,235,0.006000000000000003,13,7,"{'n_estimators': 235, 'min_samples_split': 0.006000000000000003, 'min_samples_leaf': 13, 'max_depth': 7}",0.724007561436673,0.725897920604915,0.6988636363636364,0.7443181818181818,0.7196969696969697,0.7225568539840752,0.0145352686024475,73,0.7562707051585423,0.759110269758637,0.7578051087984863,0.7521286660359509,0.7568590350047304,0.7564347569512693,0.0023573534650490387
155,1.6573048114776612,0.07018294161806989,0.05094280242919922,0.007671629295249415,165,0.006800000000000005,9,9,"{'n_estimators': 165, 'min_samples_split': 0.006800000000000005, 'min_samples_leaf': 9, 'max_depth': 9}",0.720226843100189,0.7296786389413988,0.7064393939393939,0.740530303030303,0.7159090909090909,0.7225568539840751,0.011688959872527216,74,0.7718883104590629,0.7742546142924751,0.7753074739829706,0.7743614001892147,0.7809839167455062,0.775359143133846,0.003029947269670022
69,2.0219491481781007,0.03711184585151267,0.060733366012573245,0.003207001016634496,219,0.006500000000000004,7,9,"{'n_estimators': 219, 'min_samples_split': 0.006500000000000004, 'min_samples_leaf': 7, 'max_depth': 9}",0.7107750472589792,0.725897920604915,0.7102272727272727,0.7481060606060606,0.7159090909090909,0.7221830784212637,0.014129744809427741,75,0.7823000473260767,0.783719829626124,0.783349101229896,0.7828760643330179,0.7871333964049196,0.783875687784007,0.001696828837540886
159,2.3005178928375245,0.027851130006694053,0.07411127090454102,0.008996044164379952,239,0.013600000000000022,10,8,"{'n_estimators': 239, 'min_samples_split': 0.013600000000000022, 'min_samples_leaf': 10, 'max_depth': 8}",0.7145557655954632,0.724007561436673,0.7102272727272727,0.7462121212121212,0.7159090909090909,0.7221823623761242,0.012815644682908179,76,0.7614765735920492,0.7662091812588736,0.7639545884578998,0.7554399243140965,0.7639545884578998,0.7622069712161637,0.003700065451780125
215,1.8304457664489746,0.018640697054613242,0.0701758861541748,0.016326248194616894,222,0.019100000000000037,5,7,"{'n_estimators': 222, 'min_samples_split': 0.019100000000000037, 'min_samples_leaf': 5, 'max_depth': 7}",0.7126654064272212,0.7277882797731569,0.7026515151515151,0.7518939393939394,0.7159090909090909,0.7221816463309847,0.01688540491032294,77,0.7600567912920019,0.7567439659252247,0.760643330179754,0.7573320719016083,0.7563859981078525,0.7582324314812883,0.0017650050730837839
204,2.73148398399353,0.1691269468686996,0.07880115509033203,0.01599280582750005,207,0.011000000000000017,13,8,"{'n_estimators': 207, 'min_samples_split': 0.011000000000000017, 'min_samples_leaf': 13, 'max_depth': 8}",0.718336483931947,0.724007561436673,0.7064393939393939,0.7424242424242424,0.7196969696969697,0.7221809302858452,0.011677962683751727,78,0.7619498343587316,0.7586370089919545,0.7625354777672658,0.7582781456953642,0.7653736991485336,0.76135483319237,0.0026363537665650668
80,1.8921878814697266,0.015850676847601972,0.05239944458007813,0.004460429495323087,191,0.00920000000000001,13,9,"{'n_estimators': 191, 'min_samples_split': 0.00920000000000001, 'min_samples_leaf': 13, 'max_depth': 9}",0.718336483931947,0.725897920604915,0.7045454545454546,0.7462121212121212,0.7159090909090909,0.7221802142407057,0.01383068973933909,79,0.7666824420255561,0.7652626597255088,0.7691579943235572,0.7634815515610217,0.7701040681173131,0.7669377431505914,0.002440142312045946
85,1.9029019832611085,0.029327157086732874,0.053552675247192386,0.007217991250323345,213,0.005600000000000002,14,8,"{'n_estimators': 213, 'min_samples_split': 0.005600000000000002, 'min_samples_leaf': 14, 'max_depth': 8}",0.7145557655954632,0.7296786389413988,0.7045454545454546,0.7518939393939394,0.7102272727272727,0.7221802142407057,0.017035971430773324,79,0.7610033128253668,0.7619498343587316,0.7625354777672658,0.7582781456953642,0.7592242194891201,0.7605981980271697,0.001613353737358323
239,1.5709702014923095,0.030253802414338157,0.055493736267089845,0.006451032709929904,195,0.01930000000000004,11,7,"{'n_estimators': 195, 'min_samples_split': 0.01930000000000004, 'min_samples_leaf': 11, 'max_depth': 7}",0.7164461247637051,0.7315689981096408,0.7064393939393939,0.7462121212121212,0.7102272727272727,0.7221787821504269,0.014759456776439446,81,0.7562707051585423,0.7539044013251301,0.7549668874172185,0.7507095553453169,0.7578051087984863,0.7547313316089388,0.0023971550506351473
213,2.3473594188690186,0.03251637729705242,0.07081217765808105,0.007908565526195408,245,0.006900000000000005,14,7,"{'n_estimators': 245, 'min_samples_split': 0.006900000000000005, 'min_samples_leaf': 14, 'max_depth': 7}",0.724007561436673,0.725897920604915,0.7026515151515151,0.7481060606060606,0.7102272727272727,0.7221780661052872,0.01557917150565041,82,0.7557974443918599,0.7600567912920019,0.7578051087984863,0.7516556291390728,0.7573320719016083,0.7565294091046058,0.002792977116402991
